lsh_one_rest,10,1,100,5,1,True,0.223,0.165,0.221
lsh_one_rest,10,1,100,5,5,True,0.356,0.401,0.414
lsh_one_rest,10,1,100,5,10,True,0.494,0.589,0.637
lsh_one_rest,10,1,100,10,1,True,0.201,0.143,0.206
lsh_one_rest,10,1,100,10,5,True,0.265,0.244,0.304
lsh_one_rest,10,1,100,10,10,True,0.233,0.241,0.258
lsh_one_rest,10,1,100,20,1,True,0.131,0.099,0.137
lsh_one_rest,10,1,100,20,5,True,0.138,0.114,0.185
lsh_one_rest,10,1,100,20,10,True,0.172,0.154,0.217
lsh_one_rest,20,1,100,5,1,True,0.244,0.263,0.259
lsh_one_rest,20,1,100,5,5,True,0.307,0.368,0.416
lsh_one_rest,20,1,100,5,10,True,0.378,0.476,0.538
lsh_one_rest,20,1,100,10,1,True,0.181,0.12,0.225
lsh_one_rest,20,1,100,10,5,True,0.219,0.226,0.306
lsh_one_rest,20,1,100,10,10,True,0.253,0.269,0.372
lsh_one_rest,20,1,100,20,1,True,0.142,0.079,0.108
lsh_one_rest,20,1,100,20,5,True,0.157,0.112,0.18
lsh_one_rest,20,1,100,20,10,True,0.182,0.185,0.29
lsh_one_rest,10,1,500,5,1,True,0.313,0.257,0.291
lsh_one_rest,10,1,500,5,5,True,0.329,0.429,0.41
lsh_one_rest,10,1,500,5,10,True,0.347,0.328,0.383
lsh_one_rest,10,1,500,10,1,True,0.192,0.134,0.19
lsh_one_rest,10,1,500,10,5,True,0.211,0.216,0.249
lsh_one_rest,10,1,500,10,10,True,0.327,0.295,0.407
lsh_one_rest,10,1,500,20,1,True,0.104,0.065,0.109
lsh_one_rest,10,1,500,20,5,True,0.16,0.13,0.186
lsh_one_rest,10,1,500,20,10,True,0.178,0.149,0.196
lsh_one_rest,10,1,1000,5,1,True,0.303,0.41,0.38
lsh_one_rest,10,1,1000,5,5,True,0.408,0.366,0.443
lsh_one_rest,10,1,1000,5,10,True,0.426,0.416,0.467
lsh_one_rest,10,1,1000,10,1,True,0.28,0.229,0.246
lsh_one_rest,10,1,1000,10,5,True,0.3,0.273,0.401
lsh_one_rest,10,1,1000,10,10,True,0.287,0.276,0.348
lsh_one_rest,10,1,1000,20,1,True,0.102,0.072,0.119
lsh_one_rest,10,1,1000,20,5,True,0.159,0.15,0.185
lsh_one_rest,10,1,1000,20,10,True,0.197,0.2,0.285
lsh_one_rest,20,1,500,5,1,True,0.177,0.223,0.157
lsh_one_rest,20,1,500,5,5,True,0.329,0.372,0.381
lsh_one_rest,20,1,500,5,10,True,0.342,0.454,0.482
lsh_one_rest,20,1,500,10,1,True,0.145,0.143,0.138
lsh_one_rest,20,1,500,10,5,True,0.17,0.17,0.206
lsh_one_rest,20,1,500,10,10,True,0.245,0.207,0.335
lsh_one_rest,20,1,500,20,1,True,0.085,0.074,0.092
lsh_one_rest,20,1,500,20,5,True,0.131,0.127,0.199
lsh_one_rest,20,1,500,20,10,True,0.174,0.167,0.248
lsh_one_rest,20,1,1000,5,1,True,0.286,0.271,0.31
lsh_one_rest,20,1,1000,5,5,True,0.378,0.293,0.331
lsh_one_rest,20,1,1000,5,10,True,0.435,0.543,0.595
lsh_one_rest,20,1,1000,10,1,True,0.172,0.136,0.234
lsh_one_rest,20,1,1000,10,5,True,0.234,0.285,0.313
lsh_one_rest,20,1,1000,10,10,True,0.315,0.298,0.401
lsh_one_rest,20,1,1000,20,1,True,0.125,0.067,0.119
lsh_one_rest,20,1,1000,20,5,True,0.148,0.105,0.18
lsh_one_rest,20,1,1000,20,10,True,0.163,0.188,0.249
lsh_one_rest,10,2,100,5,1,True,0.328,0.273,0.299
lsh_one_rest,10,2,100,5,5,True,0.276,0.28,0.284
lsh_one_rest,10,2,100,5,10,True,0.304,0.33,0.355
lsh_one_rest,10,2,100,10,1,True,0.174,0.168,0.189
lsh_one_rest,10,2,100,10,5,True,0.246,0.233,0.31
lsh_one_rest,10,2,100,10,10,True,0.254,0.281,0.353
lsh_one_rest,10,2,100,20,1,True,0.101,0.085,0.103
lsh_one_rest,10,2,100,20,5,True,0.13,0.122,0.184
lsh_one_rest,10,2,100,20,10,True,0.181,0.127,0.228
lsh_one_rest,10,2,500,5,1,True,0.355,0.291,0.31
lsh_one_rest,10,2,500,5,5,True,0.465,0.446,0.514
lsh_one_rest,10,2,500,5,10,True,0.432,0.468,0.444
lsh_one_rest,10,2,500,10,1,True,0.197,0.143,0.223
lsh_one_rest,10,2,500,10,5,True,0.203,0.192,0.28
lsh_one_rest,10,2,500,10,10,True,0.3,0.293,0.378
lsh_one_rest,10,2,500,20,1,True,0.109,0.081,0.117
lsh_one_rest,10,2,500,20,5,True,0.166,0.146,0.176
lsh_one_rest,10,2,500,20,10,True,0.178,0.159,0.185
lsh_one_rest,20,2,100,5,1,True,0.297,0.26,0.321
lsh_one_rest,20,2,100,5,5,True,0.28,0.281,0.35
lsh_one_rest,20,2,100,5,10,True,0.555,0.552,0.596
lsh_one_rest,20,2,100,10,1,True,0.201,0.205,0.22
lsh_one_rest,20,2,100,10,5,True,0.251,0.164,0.209
lsh_one_rest,20,2,100,10,10,True,0.186,0.205,0.252
lsh_one_rest,20,2,100,20,1,True,0.105,0.089,0.171
lsh_one_rest,20,2,100,20,5,True,0.16,0.133,0.191
lsh_one_rest,20,2,100,20,10,True,0.167,0.168,0.241
lsh_one_rest,10,2,1000,5,1,True,0.262,0.226,0.3
lsh_one_rest,10,2,1000,5,5,True,0.325,0.314,0.342
lsh_one_rest,10,2,1000,5,10,True,0.405,0.422,0.458
lsh_one_rest,10,2,1000,10,1,True,0.126,0.153,0.135
lsh_one_rest,10,2,1000,10,5,True,0.261,0.214,0.26
lsh_one_rest,10,2,1000,10,10,True,0.189,0.215,0.312
lsh_one_rest,10,2,1000,20,1,True,0.124,0.101,0.134
lsh_one_rest,10,2,1000,20,5,True,0.195,0.123,0.177
lsh_one_rest,10,2,1000,20,10,True,0.146,0.16,0.224
lsh_one_rest,20,2,500,5,1,True,0.257,0.242,0.267
lsh_one_rest,20,2,500,5,5,True,0.431,0.454,0.475
lsh_one_rest,20,2,500,5,10,True,0.393,0.329,0.373
lsh_one_rest,20,2,500,10,1,True,0.175,0.125,0.144
lsh_one_rest,20,2,500,10,5,True,0.239,0.225,0.275
lsh_one_rest,20,2,500,10,10,True,0.262,0.264,0.338
lsh_one_rest,20,2,500,20,1,True,0.089,0.074,0.082
lsh_one_rest,20,2,500,20,5,True,0.166,0.165,0.22
lsh_one_rest,20,2,500,20,10,True,0.162,0.165,0.236
lsh_one_rest,20,2,1000,5,1,True,0.292,0.274,0.32
lsh_one_rest,20,2,1000,5,5,True,0.291,0.314,0.362
lsh_one_rest,20,2,1000,5,10,True,0.335,0.332,0.33
lsh_one_rest,20,2,1000,10,1,True,0.134,0.122,0.138
lsh_one_rest,20,2,1000,10,5,True,0.185,0.203,0.311
lsh_one_rest,20,2,1000,10,10,True,0.27,0.269,0.291
lsh_one_rest,20,2,1000,20,1,True,0.114,0.078,0.136
lsh_one_rest,20,2,1000,20,5,True,0.178,0.158,0.222
lsh_one_rest,20,2,1000,20,10,True,0.192,0.171,0.269
lsh_one_rest,10,5,100,5,1,True,0.25,0.195,0.187
lsh_one_rest,10,5,100,5,5,True,0.318,0.307,0.321
lsh_one_rest,10,5,100,5,10,True,0.412,0.417,0.48
lsh_one_rest,10,5,100,10,1,True,0.188,0.12,0.221
lsh_one_rest,10,5,100,10,5,True,0.221,0.241,0.312
lsh_one_rest,10,5,100,10,10,True,0.253,0.278,0.355
lsh_one_rest,10,5,100,20,1,True,0.123,0.107,0.151
lsh_one_rest,10,5,100,20,5,True,0.161,0.126,0.205
lsh_one_rest,10,5,100,20,10,True,0.169,0.158,0.231
lsh_one_rest,10,5,500,5,1,True,0.251,0.226,0.266
lsh_one_rest,10,5,500,5,5,True,0.381,0.368,0.441
lsh_one_rest,10,5,500,5,10,True,0.444,0.487,0.533
lsh_one_rest,10,5,500,10,1,True,0.165,0.143,0.142
lsh_one_rest,10,5,500,10,5,True,0.239,0.259,0.301
lsh_one_rest,10,5,500,10,10,True,0.323,0.297,0.386
lsh_one_rest,10,5,500,20,1,True,0.076,0.053,0.093
lsh_one_rest,10,5,500,20,5,True,0.13,0.128,0.204
lsh_one_rest,10,5,500,20,10,True,0.163,0.129,0.218
lsh_one_rest,20,5,100,5,1,True,0.329,0.252,0.327
lsh_one_rest,20,5,100,5,5,True,0.333,0.36,0.486
lsh_one_rest,20,5,100,5,10,True,0.427,0.356,0.436
lsh_one_rest,20,5,100,10,1,True,0.198,0.143,0.181
lsh_one_rest,20,5,100,10,5,True,0.226,0.212,0.306
lsh_one_rest,20,5,100,10,10,True,0.212,0.209,0.292
lsh_one_rest,20,5,100,20,1,True,0.108,0.07,0.118
lsh_one_rest,20,5,100,20,5,True,0.174,0.137,0.17
lsh_one_rest,20,5,100,20,10,True,0.202,0.184,0.227
lsh_one_rest,10,5,1000,5,1,True,0.3,0.242,0.264
lsh_one_rest,10,5,1000,5,5,True,0.41,0.37,0.474
lsh_one_rest,10,5,1000,5,10,True,0.467,0.458,0.542
lsh_one_rest,10,5,1000,10,1,True,0.19,0.147,0.181
lsh_one_rest,10,5,1000,10,5,True,0.296,0.229,0.314
lsh_one_rest,10,5,1000,10,10,True,0.268,0.257,0.339
lsh_one_rest,10,5,1000,20,1,True,0.127,0.073,0.126
lsh_one_rest,10,5,1000,20,5,True,0.169,0.154,0.193
lsh_one_rest,10,5,1000,20,10,True,0.2,0.171,0.259
lsh_one_rest,20,5,500,5,1,True,0.21,0.24,0.276
lsh_one_rest,20,5,500,5,5,True,0.42,0.401,0.464
lsh_one_rest,20,5,500,5,10,True,0.423,0.46,0.518
lsh_one_rest,20,5,500,10,1,True,0.248,0.155,0.222
lsh_one_rest,20,5,500,10,5,True,0.226,0.253,0.3
lsh_one_rest,20,5,500,10,10,True,0.231,0.243,0.315
lsh_one_rest,20,5,500,20,1,True,0.129,0.1,0.146
lsh_one_rest,20,5,500,20,5,True,0.176,0.183,0.24
lsh_one_rest,20,5,500,20,10,True,0.168,0.176,0.23
